127.0.0.1 - - [29/Oct/2019:21:54:37 +0900] "GET / HTTP/1.1" 404 1115
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:56:01 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=5&searchTag=&searchText= HTTP/1.1" 200 5607
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:56:03 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=6&searchTag=&searchText= HTTP/1.1" 200 5193
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:56:06 +0900] "GET /JSP_Study/createPost.jsp HTTP/1.1" 200 2439
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:56:09 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 200 5806
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:56:13 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText=%EC%A3%BC%EC%98%81%EC%9D%B4 HTTP/1.1" 200 3262
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:06 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText= HTTP/1.1" 200 5910
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:08 +0900] "GET /JSP_Study/Control.jsp?action=read&id=61&index=0&searchTag=contents&searchText= HTTP/1.1" 200 3350
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:10 +0900] "POST /JSP_Study/updatePost.jsp HTTP/1.1" 200 2697
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:16 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 200 5910
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:20 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText=%EC%99%84%EB%B2%BD HTTP/1.1" 200 3233
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:21 +0900] "GET /JSP_Study/Control.jsp?action=read&id=61&index=0&searchTag=contents&searchText=%EC%99%84%EB%B2%BD HTTP/1.1" 200 3368
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:22 +0900] "POST /JSP_Study/updatePost.jsp HTTP/1.1" 200 2709
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:27 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:27 +0900] "GET /JSP_Study/Control.jsp?action=read&id=61&index=0&searchTag=contents&searchText=?? HTTP/1.1" 200 3426
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:33 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 200 3204
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:40 +0900] "GET /JSP_Study/Control.jsp?action=read&id=49&index=0&searchTag=contents&searchText=%3F%3F HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:44 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 200 3204
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:57:48 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText= HTTP/1.1" 200 5910
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:46 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText= HTTP/1.1" 200 5910
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:47 +0900] "GET /JSP_Study/Resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:47 +0900] "GET /JSP_Study/Resources/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:50 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0&searchTag=contents&searchText=%EC%99%84%EB%B2%BD HTTP/1.1" 200 3233
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:52 +0900] "GET /JSP_Study/Control.jsp?action=read&id=61&index=0&searchTag=contents&searchText=%EC%99%84%EB%B2%BD HTTP/1.1" 200 3438
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:53 +0900] "POST /JSP_Study/updatePost.jsp HTTP/1.1" 200 2744
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:58 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Oct/2019:21:59:58 +0900] "GET /JSP_Study/Control.jsp?action=read&id=61&index=0&searchTag=contents&searchText=%EC%99%84%EB%B2%BD HTTP/1.1" 200 3490
0:0:0:0:0:0:0:1 - - [29/Oct/2019:22:00:00 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 200 3233
0:0:0:0:0:0:0:1 - - [29/Oct/2019:22:00:45 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0 HTTP/1.1" 200 5806
0:0:0:0:0:0:0:1 - - [29/Oct/2019:22:00:49 +0900] "GET /JSP_Study/createPost.jsp HTTP/1.1" 200 2439
0:0:0:0:0:0:0:1 - - [29/Oct/2019:22:01:01 +0900] "POST /JSP_Study/Control.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Oct/2019:22:01:01 +0900] "GET /JSP_Study/Control.jsp?action=read_board&index=0 HTTP/1.1" 200 5813
